"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","chl.ugcm2","chlA.ug.sample","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.chl.ug.hr","Rate.ln"
"309",309,"PV5_D_37_O2",138.373433640755,-0.0149528326745718,36.8743673469388,"PV5_D","P. verrucosa","5",10,"D3",37,2021-03-24 08:55:00,2021-03-24 09:15:00,"dark","enriched",44.32,0.61,2,1.297819663,1.073633333,-0.0091212279314888,"0",-0.00150148010176844,-0.00761974782972036,25.549776952569,NA
"310",310,"PV9_D_37_O2",125.712728959222,-0.0162756638217165,37.0282857142857,"PV9_D","P. verrucosa","9",3,"D3",37,2021-03-24 08:55:00,2021-03-24 09:15:00,"dark","enriched",71.14,0.62,3,2.693972533,1.881656667,-0.0100909115694642,"0",-0.00150148010176844,-0.00858943146769579,16.4333663127849,NA
"313",313,"PV10_D_38_O2",132.594824075504,-0.0213214157014157,37.9069795918367,"PV10_D","P. verrucosa","10",7,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","enriched",86.17,0.615,3,2.162370107,2.250466667,-0.0131126706563707,"0",-0.00178515328924344,-0.0113275173671272,18.1202695065992,NA
"314",314,"PV18_D_38_O2",133.946790479094,-0.00704901567944247,38.058693877551,"PV18_D","P. verrucosa","18",9,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","control",102.05,0.625,5,1.070591979,1.36441,-0.00440563479965154,"0",-0.00178515328924344,-0.0026204815104081,6.91414856052738,NA
"315",315,"PV20_D_38_O2",143.343606062288,-0.0194532408263953,37.8134285714286,"PV20_D","P. verrucosa","20",2,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","control",69.73,0.61,5,1.034174348,1.00365,-0.0118664769041011,"0",-0.00178515328924344,-0.0100813236148577,36.1607781731557,NA
"316",316,"PV22_D_38_O2",138.783961153846,-0.0214229737335835,37.9227142857143,"PV22_D","P. verrucosa","22",1,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","control",82.12,0.57,6,1.751621862,1.8609,-0.0122110950281426,"0",-0.00178515328924344,-0.0104259417388992,20.1694826482008,NA
"317",317,"PV24_D_38_O2",135.858492665505,-0.0180940592334495,38.1228571428571,"PV24_D","P. verrucosa","24",4,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","control",57.14,0.61,6,1.911890625,2.175306667,-0.0110373761324042,"0",-0.00178515328924344,-0.00925222284316075,15.3118650996065,NA
"318",318,"PV4_D_38_O2",114.66075094941,-0.0163961429381736,38.0654693877551,"PV4_D","P. verrucosa","4",6,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","enriched",58.84,0.605,1,2.487501168,2.103013333,-0.00991966647759503,"0",-0.00178515328924344,-0.00813451318835159,13.9248986292878,NA
"319",319,"PV5_D_38_O2",131.556990121951,-0.0140132926829269,38.0917755102041,"PV5_D","P. verrucosa","5",10,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","enriched",44.32,0.61,2,1.297819663,1.073633333,-0.00854810853658541,"0",-0.00178515328924344,-0.00676295524734196,22.6768656878419,NA
"320",320,"PV9_D_38_O2",119.902694676835,-0.0141529975838116,37.9940612244898,"PV9_D","P. verrucosa","9",3,"D3",38,2021-03-24 09:32:00,2021-03-24 09:52:00,"dark","enriched",71.14,0.62,3,2.693972533,1.881656667,-0.00877485850196319,"0",-0.00178515328924344,-0.00698970521271975,13.3727577443282,NA
"322",322,"PV10_D_39_O2",124.583899820382,-0.0172695365043351,39.1183958333333,"PV10_D","P. verrucosa","10",7,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","enriched",86.17,0.615,3,2.162370107,2.250466667,-0.0106207649501661,"0",-0.00188759182401491,-0.00873317312615118,13.970179481065,NA
"323",323,"PV18_D_39_O2",123.722338647597,-0.0209904586338223,38.7010416666667,"PV18_D","P. verrucosa","18",9,"D3",39,2021-03-24 10:07:00,2021-03-24 10:30:00,"dark","control",102.05,0.625,5,1.070591979,1.36441,-0.0131190366461389,"0",-0.00188759182401491,-0.011231444822124,29.6342018598856,NA
"324",324,"PV20_D_39_O2",134.361147366947,-0.0180336414565827,39.0467346938776,"PV20_D","P. verrucosa","20",2,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","control",69.73,0.61,5,1.034174348,1.00365,-0.0110005212885154,"0",-0.00188759182401491,-0.00911292946450054,32.687237654762,NA
"325",325,"PV22_D_39_O2",129.975979084181,-0.0207587943262412,39.0851458333333,"PV22_D","P. verrucosa","22",1,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","control",82.12,0.57,6,1.751621862,1.8609,-0.0118325127659575,"0",-0.00188759182401491,-0.00994492094194257,19.2389249239579,NA
"326",326,"PV24_D_39_O2",131.153811767677,-0.0181804545454545,38.9780204081633,"PV24_D","P. verrucosa","24",4,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","control",57.14,0.61,6,1.911890625,2.175306667,-0.0110900772727272,"0",-0.00188759182401491,-0.00920248544871233,15.2295527421212,NA
"327",327,"PV4_D_39_O2",109.878934954407,-0.0167860182370821,38.902612244898,"PV4_D","P. verrucosa","4",6,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","enriched",58.84,0.605,1,2.487501168,2.103013333,-0.0101555410334347,"0",-0.00188759182401491,-0.00826794920941976,14.1533183298706,NA
"328",328,"PV5_D_39_O2",123.571057715814,-0.0150225744843391,38.8969375,"PV5_D","P. verrucosa","5",10,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","enriched",44.32,0.61,2,1.297819663,1.073633333,-0.00916377043544685,"0",-0.00188759182401491,-0.00727617861143194,24.3977549839681,NA
"329",329,"PV9_D_39_O2",116.494342944926,-0.0108429584312454,39.2268541666667,"PV9_D","P. verrucosa","9",3,"D3",39,2021-03-24 10:07:00,2021-03-24 10:27:00,"dark","enriched",71.14,0.62,3,2.693972533,1.881656667,-0.00672263422737215,"0",-0.00188759182401491,-0.00483504240335724,9.25044029410391,NA
"332",332,"PV12_D_20_O2",226.974197644216,-0.00960235578375107,20.1142040816327,"PV12_D","P. verrucosa","12",8,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.00585743702808815,"0",-0.000109881346371702,-0.00574755568171645,10.7335463732974,NA
"333",333,"PV14_D_20_O2",208.367086431452,-0.0146957056451614,20.0947142857143,"PV14_D","P. verrucosa","14",4,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.008376552217742,"0",-0.000109881346371702,-0.0082666708713703,21.5973635624992,NA
"334",334,"PV15_D_20_O2",215.917933238636,-0.0134275568181819,20.0418367346939,"PV15_D","P. verrucosa","15",5,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.00812367187500005,"0",-0.000109881346371702,-0.00801379052862835,41.224184079987,NA
"335",335,"PV16_D_20_O2",181.238138762414,-0.0102889533995415,20.0931632653061,"PV16_D","P. verrucosa","16",6,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00627626157372032,"0",-0.000109881346371702,-0.00616638022734861,9.33108776179346,NA
"336",336,"PV26_D_20_O2",203.750828966235,-0.00497258325624421,20.2141632653061,"PV26_D","P. verrucosa","26",7,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00308300161887141,"0",-0.000109881346371702,-0.00297312027249971,13.8746554882842,NA
"337",337,"PV27_D_20_O2",191.133552990033,-0.0118985049833887,20.206125,"PV27_D","P. verrucosa","27",3,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.00719859551495016,"0",-0.000109881346371702,-0.00708871416857846,53.741962739565,NA
"338",338,"PV28_D_20_O2",211.084623259338,-0.0113693481324877,19.9975102040816,"PV28_D","P. verrucosa","28",9,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.00704899584214237,"0",-0.000109881346371702,-0.00693911449577067,14.0125155993686,NA
"339",339,"PV31_D_20_O2",217.358315400697,-0.0100547735191638,20.1067142857143,"PV31_D","P. verrucosa","31",2,"D4",20,2021-03-24 04:10:00,2021-03-24 04:30:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.00603286411149828,"0",-0.000109881346371702,-0.00592298276512658,76.8073266655953,NA
"342",342,"PV12_D_22_O2",224.507668280479,-0.00963966878083155,21.909306122449,"PV12_D","P. verrucosa","12",8,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.00588019795630724,"0",-0.000461533000320333,-0.00541866495598691,10.1193437362364,NA
"343",343,"PV14_D_22_O2",208.167475527957,-0.0151331491410439,21.9418163265306,"PV14_D","P. verrucosa","14",4,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.00862589501039502,"0",-0.000461533000320333,-0.00816436201007469,21.3300731734844,NA
"344",344,"PV15_D_22_O2",215.226933556005,-0.0165115587044534,21.942306122449,"PV15_D","P. verrucosa","15",5,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.00998949301619431,"0",-0.000461533000320333,-0.00952796001587397,49.0133072730033,NA
"345",345,"PV16_D_22_O2",182.240544032088,-0.0106764362693462,22.0255714285714,"PV16_D","P. verrucosa","16",6,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00651262612430118,"0",-0.000461533000320333,-0.00605109312398085,9.15663305098006,NA
"346",346,"PV26_D_22_O2",203.001798487903,-0.00700010080645152,21.9934693877551,"PV26_D","P. verrucosa","26",7,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00434006249999994,"0",-0.000461533000320333,-0.00387852949967961,18.0999272403997,NA
"347",347,"PV27_D_22_O2",188.232565040755,-0.0124897940797941,22.0541632653061,"PV27_D","P. verrucosa","27",3,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.00755632541827543,"0",-0.000461533000320333,-0.0070947924179551,53.7880440236672,NA
"348",348,"PV28_D_22_O2",210.082116733615,-0.0122597216349542,21.8362448979592,"PV28_D","P. verrucosa","28",9,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.0076010274136716,"0",-0.000461533000320333,-0.00713949441335127,14.4171532116475,NA
"349",349,"PV31_D_22_O2",215.460720482625,-0.0104624388674388,21.9694285714286,"PV31_D","P. verrucosa","31",2,"D4",22,2021-03-24 04:46:00,2021-03-24 05:06:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.00627746332046328,"0",-0.000461533000320333,-0.00581593032014295,75.4191051498042,NA
"352",352,"PV12_D_24_O2",218.179787082552,-0.0109678517823641,24.0540204081633,"PV12_D","P. verrucosa","12",8,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.0066903895872421,"0",-0.000733497629877419,-0.00595689195736468,11.1244813631804,NA
"353",353,"PV14_D_24_O2",201.04294911107,-0.0167130406891493,24.0185833333333,"PV14_D","P. verrucosa","14",4,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0095264331928151,"0",-0.000733497629877419,-0.00879293556293768,22.9722737350151,NA
"354",354,"PV15_D_24_O2",202.613340286775,-0.0191861032388665,23.8648541666667,"PV15_D","P. verrucosa","15",5,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0116075924595142,"0",-0.000733497629877419,-0.0108740948296368,55.9380339876329,NA
"355",355,"PV16_D_24_O2",176.690352465157,-0.0122796428571428,24.064693877551,"PV16_D","P. verrucosa","16",6,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00749058214285711,"0",-0.000733497629877419,-0.00675708451297969,10.2249530972532,NA
"356",356,"PV26_D_24_O2",198.140785846154,-0.0113827692307694,24.13525,"PV26_D","P. verrucosa","26",7,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00705731692307703,"0",-0.000733497629877419,-0.00632381929319961,29.5113571001081,NA
"357",357,"PV27_D_24_O2",180.546447629208,-0.0139412280701754,24.1408333333333,"PV27_D","P. verrucosa","27",3,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.00843444298245612,"0",-0.000733497629877419,-0.0077009453525787,58.3834964078832,NA
"358",358,"PV28_D_24_O2",199.472070437523,-0.0142395884315906,23.7919591836735,"PV28_D","P. verrucosa","28",9,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.00882854482758617,"0",-0.000733497629877419,-0.00809504719770875,16.3467507568372,NA
"359",359,"PV31_D_24_O2",207.529199533995,-0.0116449121466769,23.9959166666667,"PV31_D","P. verrucosa","31",2,"D4",24,2021-03-24 05:21:00,2021-03-24 05:41:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.00698694728800614,"0",-0.000733497629877419,-0.00625344965812872,81.0927145536753,NA
"362",362,"PV12_D_28_O2",199.075134008097,-0.0152797570850202,28.22346,"PV12_D","P. verrucosa","12",8,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.00932065182186232,"0",-0.00110673940652832,-0.008213912415334,15.3394616248174,NA
"363",363,"PV14_D_28_O2",187.57751597561,-0.02204106271777,28.03632,"PV14_D","P. verrucosa","14",4,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0125634057491289,"0",-0.00110673940652832,-0.0114566663426006,29.9314914147995,NA
"364",364,"PV15_D_28_O2",181.97619137931,-0.0232966073414905,27.89396,"PV15_D","P. verrucosa","15",5,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0140944474416018,"0",-0.00110673940652832,-0.0129877080350734,66.8107888398519,NA
"365",365,"PV16_D_28_O2",159.850673234659,-0.0151033919210607,28.04202,"PV16_D","P. verrucosa","16",6,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00921306907184703,"0",-0.00110673940652832,-0.00810632966531871,12.2666573815287,NA
"366",366,"PV26_D_28_O2",181.142661675579,-0.0102106951871658,28.02544,"PV26_D","P. verrucosa","26",7,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.0063306310160428,"0",-0.00110673940652832,-0.00522389160951448,24.3783263867806,NA
"367",367,"PV27_D_28_O2",162.515837983193,-0.0183455462184873,28.22178,"PV27_D","P. verrucosa","27",3,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.0110990554621848,"0",-0.00110673940652832,-0.00999231605565649,75.7551601566039,NA
"368",368,"PV28_D_28_O2",181.949617194717,-0.0173583015963049,27.99206,"PV28_D","P. verrucosa","28",9,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.010762146989709,"0",-0.00110673940652832,-0.00965540758318072,19.4976678162673,NA
"369",369,"PV31_D_28_O2",190.903000624422,-0.0142453052728954,28.186,"PV31_D","P. verrucosa","31",2,"D4",28,2021-03-24 06:03:00,2021-03-24 06:23:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.00854718316373724,"0",-0.00110673940652832,-0.00744044375720892,96.4852704893396,NA
"372",372,"PV12_D_30_O2",188.810066636302,-0.0167355971659919,30.09575,"PV12_D","P. verrucosa","12",8,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.0102087142712551,"0",-0.00129718027672497,-0.00891153399453008,16.6422682413995,NA
"373",373,"PV14_D_30_O2",173.66618602108,-0.0224237022397892,30.050375,"PV14_D","P. verrucosa","14",4,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0127815102766798,"0",-0.00129718027672497,-0.0114843299999549,30.0037650149761,NA
"374",374,"PV15_D_30_O2",177.775471648977,-0.0260303534303535,29.9820816326531,"PV15_D","P. verrucosa","15",5,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0157483638253639,"0",-0.00129718027672497,-0.0144511835486389,74.3391343527839,NA
"375",375,"PV16_D_30_O2",151.630626197706,-0.0150712044534413,30.0729591836735,"PV16_D","P. verrucosa","16",6,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00919343471659919,"0",-0.00129718027672497,-0.00789625443987422,11.9487674213042,NA
"376",376,"PV26_D_30_O2",172.217955488312,-0.0104826991967,30.1820625,"PV26_D","P. verrucosa","26",7,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.006499273501954,"0",-0.00129718027672497,-0.00520209322522903,24.2765999026691,NA
"377",377,"PV27_D_30_O2",156.013247478103,-0.0192190878888553,30.1922857142857,"PV27_D","P. verrucosa","27",3,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.0116275481727575,"0",-0.00129718027672497,-0.0103303678960325,78.318046595171,NA
"378",378,"PV28_D_30_O2",173.111817081555,-0.0179683380749169,29.9133125,"PV28_D","P. verrucosa","28",9,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.0111403696064485,"0",-0.00129718027672497,-0.0098431893297235,19.8768652850958,NA
"379",379,"PV31_D_30_O2",181.936502937095,-0.0148391998149861,30.0826326530612,"PV31_D","P. verrucosa","31",2,"D4",30,2021-03-24 06:37:00,2021-03-24 06:57:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.00890351988899166,"0",-0.00129718027672497,-0.00760633961226669,98.6365543335056,NA
"382",382,"PV12_D_32_O2",175.708947958026,-0.0187490276314723,31.8875918367347,"PV12_D","P. verrucosa","12",8,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.0114369068551981,"0",-0.00154701666600156,-0.00988989018919654,18.4693460752795,NA
"383",383,"PV14_D_32_O2",155.236322064777,-0.0255852226720648,31.8458775510204,"PV14_D","P. verrucosa","14",4,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0145835769230769,"0",-0.00154701666600156,-0.0130365602570754,34.0590953550101,NA
"384",384,"PV15_D_32_O2",163.276247751323,-0.0257906898656898,31.7672040816327,"PV15_D","P. verrucosa","15",5,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0156033673687423,"0",-0.00154701666600156,-0.0140563507027408,72.3080528237642,NA
"385",385,"PV16_D_32_O2",141.065038832753,-0.0167113066202091,31.8987346938776,"PV16_D","P. verrucosa","16",6,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.0101938970383276,"0",-0.00154701666600156,-0.00864688037232599,13.0846293360336,NA
"386",386,"PV26_D_32_O2",159.926373311445,-0.0128258442776735,31.9149183673469,"PV26_D","P. verrucosa","26",7,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00795202345215757,"0",-0.00154701666600156,-0.00640500678615601,29.8902346400269,NA
"387",387,"PV27_D_32_O2",144.917192126516,-0.0216752046025444,31.9669591836735,"PV27_D","P. verrucosa","27",3,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.0131134987845394,"0",-0.00154701666600156,-0.0115664821185378,87.6894506196401,NA
"388",388,"PV28_D_32_O2",160.408749340176,-0.0221699780058651,31.7658571428571,"PV28_D","P. verrucosa","28",9,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.0137453863636364,"0",-0.00154701666600156,-0.0121983696976348,24.6328037646811,NA
"389",389,"PV31_D_32_O2",167.425701327392,-0.0167174624765479,31.8930612244898,"PV31_D","P. verrucosa","31",2,"D4",32,2021-03-24 07:13:00,2021-03-24 07:33:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.0100304774859287,"0",-0.00154701666600156,-0.00848346081992718,110.010778739283,NA
"392",392,"PV12_D_34_O2",165.81168599865,-0.0209343117408907,33.7205416666667,"PV12_D","P. verrucosa","12",8,"D4",34,2021-03-24 07:47:00,2021-03-24 08:07:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.0127699301619433,"0",-0.00168057749196142,-0.0110893526699819,20.7093393652089,NA
"393",393,"PV14_D_34_O2",145.549856259438,-0.0272244261552401,33.7150208333333,"PV14_D","P. verrucosa","14",4,"D4",34,2021-03-24 07:47:00,2021-03-24 08:07:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0155179229084869,"0",-0.00168057749196142,-0.0138373454165254,36.1512130276749,NA
"394",394,"PV15_D_34_O2",155.364459113301,-0.0307990147783251,33.5798541666667,"PV15_D","P. verrucosa","15",5,"D4",34,2021-03-24 07:47:00,2021-03-24 08:07:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0186334039408867,"0",-0.00168057749196142,-0.0169528264489253,87.2079742676013,NA
"395",395,"PV16_D_34_O2",128.84174136667,-0.0177202483860379,33.612125,"PV16_D","P. verrucosa","16",6,"D4",34,2021-03-24 07:47:00,2021-03-24 08:07:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.0108093515154831,"0",-0.00168057749196142,-0.0091287740235217,13.8138402807651,NA
